The Book of Menstruation and Istihadah	کتاب الحیض والاستحاضہ	हाएज़ और इस्तिहाज़ा की किताब	হায়েজ ও ইস্তিহাজার কিতাব	Kitab haid dan istihadah
The Book of Mosques and Places of Prayer	کتاب المساجد ومواضع الصلوٰۃ	मस्जिदों और नमाज़गाहों की किताब	মসজিদ ও নামাজের স্থানের কিতাব	Kitab masjid dan tempat salat
The Book of Musaqah	کتاب المساقاۃ	मुसाकाह की किताब	মুসাকার কিতাব	Kitab musaqah
The Book of Oaths	کتاب الایمان	क़समों की किताब	শপথের কিতাব	Kitab sumpah
The Book of Oaths (qasamah), Retaliation and Blood Money	کتاب القسامہ، قصاص اور دیت	क़समाह, क़िसास और दियत की किताब	কাসামাহ, কিসাস ও দিয়াতের কিতাব	Kitab qasamah, kisas, dan diyat
The Book of Oaths, Muharibin, Qasas (Retaliation), and Diyat (Blood Money)	کتاب الایمان، محاربین، قصاص اور دیت	क़सम, मुहारिबीन, क़िसास और दियत की किताब	শপথ, মুহারিবিন, কিসাস ও দিয়াতের কিতাব	Kitab sumpah, muharibin, kisas, dan diyat
The Book of Paradise, its Description, its Bounties and its Inhabitants	کتاب الجنۃ: اس کی صفات، نعمتیں اور رہنے والے	जन्नत, उसके वर्णन, नेमतों और निवासियों की किताब	জান্নাত, তার বিবরণ, নিয়ামত ও অধিবাসীদের কিতাব	Kitab surga: sifat, nikmat, dan penghuninya
The Book of Pilgrimage	کتاب الحج	तीर्थयात्रा की किताब	হজের কিতাব	Kitab haji
The Book of Poetry	کتاب الشعر	कविता की किताब	কবিতার কিতাব	Kitab syair
The Book of Prayer - Eclipses	کتاب صلوٰۃ الکسوف	ग्रहण की नमाज़ की किताब	গ্রহণের নামাজের কিতাব	Kitab salat gerhana
The Book of Prayer - Friday	کتاب صلوٰۃ الجمعہ	जुमे की नमाज़ की किताब	জুমার নামাজের কিতাব	Kitab salat Jumat
The Book of Prayer - Funerals	کتاب صلوٰۃ الجنائز	जनाज़े की नमाज़ की किताब	জানাজার নামাজের কিতাব	Kitab salat jenazah
The Book of Prayer - Rain	کتاب صلوٰۃ الاستسقاء	वर्षा की नमाज़ की किताब	বৃষ্টির নামাজের কিতাব	Kitab salat istisqa
The Book of Prayer - Travellers	کتاب صلوٰۃ المسافرین	यात्रियों की नमाज़ की किताब	মুসাফিরের নামাজের কিতাব	Kitab salat musafir
The Book of Prayer - Two Eids	کتاب صلوٰۃ العیدین	दो ईदों की नमाज़ की किताब	দুই ঈদের নামাজের কিতাব	Kitab salat dua hari raya
The Book of Prayers	کتاب الصلوٰۃ	नमाज़ों की किताब	নামাজের কিতাব	Kitab salat
The Book of Praying for Rain (Al-Istisqa')	کتاب الاستسقاء	वृष्टि की दुआ की किताब	ইস্তিসকার কিতাব	Kitab istisqa
The Book of Presents	کتاب الہدایا	भेंटों की किताब	উপহারের কিতাব	Kitab hadiah
The Book of Purification	کتاب الطہارۃ	पवित्रता की किताब	পবিত্রতার কিতাব	Kitab bersuci
The Book of Purification and its Sunnah	کتاب الطہارۃ اور اس کی سنت	पवित्रता और उसकी सुन्नत की किताब	পবিত্রতা ও তার সুন্নাহর কিতাব	Kitab bersuci dan sunahnya
The Book of Qiyam Al-Lail (The Night Prayer) and Voluntary Prayers During the Day	کتاب قیام اللیل اور دن کے نوافل	रात की नमाज़ और दिन के नफ़्ल की किताब	কিয়ামুল লাইল ও দিনের নফল নামাজের কিতাব	Kitab kiamul lail dan salat sunah siang
The Book of Repentance	کتاب التوبہ	तौबा की किताब	তওবার কিতাব	Kitab tobat
The Book of Sacrifices	کتاب الضحایا	कुरबानी की किताब	কুরবানির কিতাব	Kitab kurban
The Book of Salah	کتاب الصلوٰۃ	सलाह की किताब	সালাতের কিতাব	Kitab salat
The Book of Seeking Refuge with Allah	کتاب الاستعاذہ	अल्लाह की पनाह माँगने की किताब	আল্লাহর আশ্রয় প্রার্থনার কিতাব	Kitab memohon perlindungan kepada Allah
The Book of Shortening the Prayer When Traveling	کتاب قصر الصلوٰۃ فی السفر	यात्रा में नमाज़ क़सर करने की किताब	সফরে নামাজ কসরের কিতাব	Kitab mengqasar salat dalam perjalanan
The Book of Suckling	کتاب الرضاع	दूधपान की किताब	দুধপানের কিতাব	Kitab susuan
The Book of The At-Tatbiq (Clasping One's Hands Together)	کتاب التطبیق	अत-तत्बीक़ की किताब	আত-তাতবিকের কিতাব	Kitab at-tatbiq (merapatkan kedua tangan)
The Book of Transactions	کتاب البیوع	लेन-देन की किताब	লেনদেনের কিতাব	Kitab transaksi
The Book of Tribulations and Portents of the Last Hour	کتاب الفتن اور قیامت کی نشانیاں	उपद्रव और अंतिम समय के लक्षणों की किताब	ফিতনা ও কিয়ামতের নিদর্শনের কিতাব	Kitab fitnah dan tanda-tanda kiamat
The Book of Virtue, Enjoining Good Manners, and Joining of the Ties of Kinship	کتاب البر، حسنِ اخلاق اور صلہ رحمی	नेकी, सदाचार और नातेदारी की किताब	সৎকর্ম, শিষ্টাচার ও আত্মীয়তার কিতাব	Kitab kebajikan, adab, dan silaturahmi
The Book of Virtues	کتاب الفضائل	फ़ज़ीलतों की किताब	ফজিলতের কিতাব	Kitab keutamaan
The Book of Vows	کتاب النذور	मन्नतों की किताब	মানতের কিতাব	Kitab nazar
The Book of Water	کتاب المیاه	जल की किताब	পানির কিতাব	Kitab air
The Book of Wills	کتاب الوصایا	वसीयतों की किताब	ওয়াসিয়াতের কিতাব	Kitab wasiat
The Book of Zakah	کتاب الزکوٰۃ	ज़काह की किताब	যাকাতের কিতাব	Kitab zakat
The Book of Zakat	کتاب الزکوٰۃ	ज़कात की किताब	যাকাতের কিতাব	Kitab zakat
The Book of Zuhd and Softening of Hearts	کتاب الزہد ورقّتِ قلب	जुहद और हृदय को नरम करने की किताब	জুহদ ও হৃদয় কোমল করার কিতাব	Kitab zuhud dan pelembutan hati
The Book of ad-Dahaya (Sacrifices)	کتاب الضحایا	अद-दहाया की किताब	আদ-দাহায়ার কিতাব	Kitab ad-dahaya (kurban)
The Book of al-'Aqiqah	کتاب العقیقہ	अल-अक़ीक़ह की किताब	আল-আকিকার কিতাব	Kitab akikah
The Book of al-Bay'ah	کتاب البیعہ	अल-बैअह की किताब	আল-বায়আর কিতাব	Kitab baiat
The Book of al-Fara' and al-'Atirah	کتاب الفرع والعتیرہ	अल-फ़रअ और अल-अतीरह की किताब	আল-ফারা ও আল-আতিরাহর কিতাব	Kitab al-fara' dan al-atirah
The Book of ar-Ruqba	کتاب الرقبیٰ	अर-रुक़बा की किताब	আর-রুকবার কিতাব	Kitab ruqba
The Book of the Adhan (The Call to Prayer)	کتاب الاذان	अज़ान की किताब	আজানের কিতাব	Kitab azan
The Book of the Adhan and the Sunnah Regarding It	کتاب الاذان اور اس کی سنت	अज़ान और उसकी सुन्नत की किताब	আজান ও তার সুন্নাহর কিতাব	Kitab azan dan sunahnya
The Book of the Commencement of the Prayer	کتاب افتتاح الصلوٰۃ	नमाज़ शुरू करने की किताब	নামাজ শুরুর কিতাব	Kitab pembukaan salat
The Book of the Etiquette of Judges	کتاب آداب القاضی	न्यायाधीशों के शिष्टाचार की किताब	বিচারকের আদবের কিতাব	Kitab adab hakim
The Book of the Fear Prayer	کتاب صلوٰۃ الخوف	भय की नमाज़ की किताब	ভয়ের নামাজের কিতাব	Kitab salat khauf
The Book of the Kind Treatment of Women	کتاب حسنِ سلوک مع النساء	स्त्रियों के साथ अच्छा व्यवहार की किताब	নারীদের প্রতি সদাচরণের কিতাব	Kitab berbuat baik kepada wanita
The Book of the Masjids	کتاب المساجد	मस्जिदों की किताब	মসজিদের কিতাব	Kitab masjid
The Book of the Merits of the Companions	کتاب فضائل الصحابہ	सहाबा की फ़ज़ीलत की किताब	সাহাবিদের ফজিলতের কিতাব	Kitab keutamaan sahabat
The Book of the Prayer	کتاب الصلوٰۃ	नमाज़ की किताब	নামাজের কিতাব	Kitab salat
The Book of the Prayer for the Two 'Eids	کتاب صلوٰۃ العیدین	दो ईदों की नमाज़ की किताब	দুই ঈদের নামাজের কিতাব	Kitab salat dua hari raya
The Book of the Qiblah	کتاب القبلہ	क़िबला की किताब	কিবলার কিতাব	Kitab kiblat
The Book of the Rules of Inheritance	کتاب الفرائض	विरासत के नियमों की किताब	মিরাসের নিয়মের কিতাব	Kitab hukum waris
The Book of the Sunnah	کتاب السنّہ	सुन्नत की किताब	সুন্নাহর কিতাব	Kitab sunah
The Book of the Times (of Prayer)	کتاب مواقیت الصلوٰۃ	नमाज़ के समयों की किताब	নামাজের সময়ের কিতাব	Kitab waktu salat
The Book on Al-Witr	کتاب الوتر	अल-वित्र की किताब	আল-বিতরের কিতাব	Kitab witir
The Book on Blood Money	کتاب الدیات	दियत की किताब	দিয়াতের কিতাব	Kitab diyat
The Book on Business	کتاب التجارة	व्यापार की किताब	ব্যবসার কিতাব	Kitab bisnis
The Book on Clothing	کتاب اللباس	वस्त्रों की किताब	পোশাকের কিতাব	Kitab pakaian
The Book on Divorce and Li'an	کتاب الطلاق واللعان	तलाक और लियान की किताब	তালাক ও লিআনের কিতাব	Kitab talak dan lian
The Book on Drinks	کتاب الاشربہ	पेय की किताब	পানীয়ের কিতাব	Kitab minuman
The Book on Faith	کتاب الایمان	ईमान की किताब	ঈমানের কিতাব	Kitab iman
The Book on Fasting	کتاب الصیام	रोज़े की किताब	রোজার কিতাব	Kitab puasa
The Book on Food	کتاب الطعام	भोजन की किताब	খাবারের কিতাব	Kitab makanan
The Book on Government	کتاب الامارہ	शासन की किताब	শাসনব্যবস্থার কিতাব	Kitab pemerintahan
The Book on Hajj	کتاب الحج	हज की किताब	হজের কিতাব	Kitab haji
The Book on Hunting	کتاب الصید	शिकार की किताब	শিকারের কিতাব	Kitab berburu
The Book on Jana''iz (Funerals)	کتاب الجنائز	जनाज़ों की किताब	জানাজার কিতাব	Kitab jenazah
The Book on Jihad	کتاب الجہاد	जिहाद की किताब	জিহাদের কিতাব	Kitab jihad
The Book on Legal Punishments (Al-Hudud)	کتاب الحدود	कानूनी दंड (अल-हुदूद) की किताब	হুদুদের কিতাব	Kitab hudud
The Book on Marriage	کتاب النکاح	निकाह की किताब	নিকाहের কিতাব	Kitab pernikahan
The Book on Military Expeditions	کتاب المغازی	सैन्य अभियानों की किताब	সামরিক অভিযানের কিতাব	Kitab ekspedisi militer
The Book on Purification	کتاب الطہارۃ	पवित्रता की किताब	পবিত্রতার কিতাব	Kitab bersuci
The Book on Sacrifices	کتاب الضحایا	कुरबानी की किताब	কুরবানির কিতাব	Kitab kurban
The Book on Salat (Prayer)	کتاب الصلوٰۃ	सलात की किताब	সালাতের কিতাব	Kitab salat
The Book on Suckling	کتاب الرضاع	दूधपान की किताब	দুধপানের কিতাব	Kitab susuan
The Book on Traveling	کتاب السفر	यात्रा की किताब	সফরের কিতাব	Kitab bepergian
The Book on Virtues of Jihad	کتاب فضائل الجہاد	जिहाद की फ़ज़ीलत की किताब	জিহাদের ফজিলতের কিতাব	Kitab keutamaan jihad
The Book on Vows and Oaths	کتاب النذور والایمان	मन्नत और क़सम की किताब	মানত ও শপথের কিতাব	Kitab nazar dan sumpah
The Book on Zakat	کتاب الزکوٰۃ	ज़कात की किताब	যাকাতের কিতাব	Kitab zakat
The Book on the Day of Friday	کتاب یوم الجمعہ	जुमे के दिन की किताब	জুমার দিনের কিতাব	Kitab hari Jumat
The Book on the Description of Hellfire	کتاب صفۃ النار	जहन्नम के वर्णन की किताब	জাহান্নামের বিবরণের কিতাব	Kitab sifat neraka
The Book on the Two Eids	کتاب العیدین	दो ईदों की किताब	দুই ঈদের কিতাব	Kitab dua hari raya
The Chapters On Judgements From The Messenger of Allah	رسول اللہ کے فیصلوں کے ابواب	अल्लाह के रसूल के निर्णयों के अध्याय	রাসূলুল্লাহর বিচার সংক্রান্ত অধ্যায়	Bab keputusan dari Rasulullah
The Chapters Regarding Zakat	زکوٰۃ کے ابواب	ज़कात के अध्याय	যাকাত সংক্রান্ত অধ্যায়	Bab zakat
The Chapters on Blood Money	دیت کے ابواب	दियत के अध्याय	দিয়াত সংক্রান্ত অধ্যায়	Bab diyat
The Chapters on Business Transactions	تجارتی معاملات کے ابواب	व्यापारिक लेन-देन के अध्याय	ব্যবসায়িক লেনদেন সংক্রান্ত অধ্যায়	Bab transaksi bisnis
The Chapters on Charity	صدقات کے ابواب	दान के अध्याय	দান সংক্রান্ত অধ্যায়	Bab sedekah
The Chapters on Divorce	طلاق کے ابواب	तलाक के अध्याय	তালাক সংক্রান্ত অধ্যায়	Bab talak
The Chapters on Expiation	کفارہ کے ابواب	कफ़्फ़ारे के अध्याय	কাফফারা সংক্রান্ত অধ্যায়	Bab kafarat
The Chapters on Gifts	ہبہ کے ابواب	उपहारों के अध्याय	উপহার সংক্রান্ত অধ্যায়	Bab hadiah
The Chapters on Jihad	جہاد کے ابواب	जिहाद के अध्याय	জিহাদ সংক্রান্ত অধ্যায়	Bab jihad
The Chapters on Legal Punishments	حدود کے ابواب	कानूनी दंड के अध्याय	আইনি শাস্তি সংক্রান্ত অধ্যায়	Bab hukuman syariat
The Chapters on Lost Property	لقطہ کے ابواب	खोई संपत्ति के अध्याय	হারানো সম্পত্তি সংক্রান্ত অধ্যায়	Bab barang temuan
The Chapters on Manumission (of Slaves)	عتق کے ابواب	दास मुक्ति के अध्याय	দাসমুক্তি সংক্রান্ত অধ্যায়	Bab memerdekakan budak
The Chapters on Marriage	نکاح کے ابواب	निकाह के अध्याय	নিকाह সংক্রান্ত অধ্যায়	Bab pernikahan
The Chapters on Pawning	رہن کے ابواب	गिरवी के अध्याय	বন্ধক সংক্রান্ত অধ্যায়	Bab gadai
The Chapters on Pre-emption	شفعہ کے ابواب	पूर्वक्रय के अध्याय	শুফআ সংক্রান্ত অধ্যায়	Bab syuf'ah
The Chapters on Rulings	احکام کے ابواب	निर्णयों के अध्याय	বিধান সংক্রান্ত অধ্যায়	Bab hukum
The Chapters on Wills	وصایا کے ابواب	वसीयतों के अध्याय	ওয়াসিয়াত সংক্রান্ত অধ্যায়	Bab wasiat
The Office of the Judge (Kitab Al-Aqdiyah)	منصبِ قاضی (کتاب الاقضیہ)	न्यायाधीश का पद (किताब अल-अकदियह)	বিচারকের পদ (কিতাবুল আকদিয়াহ)	Jabatan hakim (Kitab Al-Aqdiyah)
The Promised Deliverer (Kitab Al-Mahdi)	مہدیِ موعود (کتاب المہدی)	वादा किया हुआ उद्धारक (किताब अल-महदी)	প্রতিশ্রুত মুক্তিদাতা (কিতাবুল মাহদি)	Al-Mahdi yang dijanjikan (Kitab Al-Mahdi)
The Rites of Hajj (Kitab Al-Manasik Wa'l-Hajj)	مناسکِ حج (کتاب المناسک والحج)	हज के अनुष्ठान (किताब अल-मनासिक वल-हज)	হজের অনুষ্ঠান (কিতাবুল মানাসিক ওয়াল হজ)	Manasik haji (Kitab Al-Manasik Wa'l-Hajj)
The Two Festivals (Eids)	عیدین	दो ईदें	দুই ঈদ	Dua hari raya (Idulfitri dan Iduladha)
Times of the Prayers	اوقاتِ نماز	नमाज़ के समय	নামাজের সময়	Waktu-waktu salat
To make the Heart Tender (Ar-Riqaq)	رقّتِ قلب (الرقاق)	हृदय को कोमल करना (अर-रिक़ाक)	হৃদয় কোমল করা (আর-রিকাক)	Pelembutan hati (Ar-Riqaq)
Transferance of a Debt from One Person to Another (Al-Hawaala)	حوالہ	कर्ज़ का हस्तांतरण (अल-हवाला)	ঋণ স্থানান্তর (আল-হাওয়ালা)	Pengalihan utang (Al-Hawalah)
Trials and Fierce Battles (Kitab Al-Fitan Wa Al-Malahim)	فتنے اور شدید جنگیں (کتاب الفتن والملاحم)	उपद्रव और भीषण युद्ध (किताब अल-फितन वल-मलाहिम्)	ফিতনা ও প্রচণ্ড যুদ্ধ (কিতাবুল ফিতন ওয়াল মালাহিম)	Fitnah dan peperangan dahsyat (Kitab Al-Fitan Wa Al-Malahim)
Tribulations	فتنے	उपद्रव	ফিতনা	Fitnah
Tribute, Spoils, and Rulership (Kitab Al-Kharaj, Wal-Fai' Wal-Imarah)	خراج، غنیمت اور امارت	कर, युद्ध-लूट और शासन	খারাজ, গনিমত ও শাসন	Kharaj, fai, dan pemerintahan
Tricks	حیلے	चालें	চাতুরি	Helah
Types of Blood-Wit (Kitab Al-Diyat)	اقسامِ دیت (کتاب الدیات)	दियत के प्रकार (किताब अद-दियात)	দিয়াতের প্রকার (কিতাবুদ দিয়াত)	Jenis-jenis diyat (Kitab Al-Diyat)
Virtues and Merits of the Prophet (pbuh) and his Companions	فضائلِ نبی اور صحابہ	नबी और सहाबा की फ़ज़ीलतें	নবী ও সাহাবিদের ফজিলত	Keutamaan Nabi dan para sahabat
Virtues of Madinah	فضائلِ مدینہ	मदीना की फ़ज़ीलत	মদিনার ফজিলত	Keutamaan Madinah
Virtues of Prayer at Masjid Makkah and Madinah	مسجد حرام اور مسجد نبوی میں نماز کی فضیلت	मक्का और मदीना की मस्जिद में नमाज़ की फ़ज़ीलत	মক্কা ও মদিনার মসজিদে নামাজের ফজিলত	Keutamaan salat di Masjid Makkah dan Madinah
Virtues of the Night of Qadr	فضیلتِ لیلۃ القدر	शब्-ए-क़द्र की फ़ज़ीलत	লাইলাতুল কদরের ফজিলত	Keutamaan Lailatulqadar
Virtues of the Qur'an	فضائلِ قرآن	कुरआन की फ़ज़ीलत	কুরআনের ফজিলত	Keutamaan Al-Qur'an
Wages (Kitab Al-Ijarah)	اجرت (کتاب الاجارہ)	मज़दूरी (किताब अल-इजारह)	মজুরি (কিতাবুল ইজারাহ)	Upah (Kitab Al-Ijarah)
Wedlock, Marriage (Nikaah)	نکاح	निकाह	নিকाह	Pernikahan (Nikah)
Wills (Kitab Al-Wasaya)	وصیت (کتاب الوصایا)	वसीयत (किताब अल-वसाया)	ওয়াসিয়াত (কিতাবুল ওয়াসায়া)	Wasiat (Kitab Al-Wasaya)
Wills and Testaments (Wasaayaa)	وصیتیں	वसीयतें	ওয়াসিয়াতসমূহ	Wasiat
Wishes	تمنائیں	इच्छाएँ	ইচ্ছা	Keinginan
Witnesses	گواہ	गवाह	সাক্ষী	Saksi
Witr Prayer	نمازِ وتر	वित्र नमाज़	বিতর নামাজ	Salat witir
Zakat (Kitab Al-Zakat)	زکوٰۃ (کتاب الزکوٰۃ)	ज़कात (किताब अज़-ज़कात)	যাকাত (কিতাবুজ যাকাত)	Zakat (Kitab Al-Zakat)
Zuhd	زہد	जुहद	জুহদ	Zuhud
`Umrah (Minor pilgrimage)	عمرہ	उमरा	উমরা	Umrah
